name,value
g_57.0s23,0.0
w_57.0s23,6.7
theta_57.0s23,-9969.461417605802
c_57.0,0.0
Z_57.0,0.0
g_49.0s36,0.0
w_49.0s36,18.0
theta_49.0s36,9713.635011894592
g_49.0s7,0.0
w_49.0s7,18.0
theta_49.0s7,-8004.524185149428
g_49.0s13,0.0
w_49.0s13,18.0
theta_49.0s13,-9956.085652520886
g_49.0s38,0.0
w_49.0s38,18.0
theta_49.0s38,-9918.178168777533
g_49.0s35,0.0
w_49.0s35,18.0
theta_49.0s35,-9976.143002479666
g_49.0s16,0.0
w_49.0s16,0.0
theta_49.0s16,-9999.512038303694
g_49.0s47,0.0
w_49.0s47,18.0
theta_49.0s47,-9955.698505100285
g_49.0s5,0.0
w_49.0s5,18.0
theta_49.0s5,-9918.661654442967
g_49.0s29,0.0
w_49.0s29,18.0
theta_49.0s29,-9988.607444334011
g_49.0s19,0.0
w_49.0s19,18.0
theta_49.0s19,9733.18320955921
g_49.0s44,0.0
w_49.0s44,18.0
theta_49.0s44,9727.309325591545
g_49.0s27,0.0
w_49.0s27,18.0
theta_49.0s27,-9954.95335643211
g_49.0s32,0.0
w_49.0s32,18.0
theta_49.0s32,-10000.0
g_49.0s3,0.0
w_49.0s3,18.0
theta_49.0s3,9739.475310038088
g_49.0s41,0.0
w_49.0s41,18.0
theta_49.0s41,9717.675173649537
g_49.0s20,0.0
w_49.0s20,18.0
theta_49.0s20,9768.975794613048
g_49.0s31,0.0
w_49.0s31,18.0
theta_49.0s31,9769.419820895508
g_49.0s12,0.0
w_49.0s12,18.0
theta_49.0s12,-9995.31705033602
g_49.0s1,0.0
w_49.0s1,18.0
theta_49.0s1,-9919.664175843942
g_49.0s34,0.0
w_49.0s34,18.0
theta_49.0s34,-9918.534497738921
g_49.0s15,0.0
w_49.0s15,18.0
theta_49.0s15,-10000.0
g_49.0s48,0.0
w_49.0s48,0.0
theta_49.0s48,-9988.793616109515
g_49.0s8,0.0
w_49.0s8,18.0
theta_49.0s8,9713.92940482579
g_49.0s18,0.0
w_49.0s18,18.0
theta_49.0s18,9721.706823046972
g_49.0s45,0.0
w_49.0s45,18.0
theta_49.0s45,-9998.384827365717
g_49.0s24,0.0
w_49.0s24,18.0
theta_49.0s24,-9957.24575261632
g_49.0s6,0.0
w_49.0s6,18.0
theta_49.0s6,9728.917713828263
g_49.0s42,0.0
w_49.0s42,18.0
theta_49.0s42,-9959.280230236684
g_49.0s21,0.0
w_49.0s21,0.0
theta_49.0s21,-9999.958173041881
g_49.0s30,0.0
w_49.0s30,18.0
theta_49.0s30,9743.656326674478
g_49.0s11,0.0
w_49.0s11,18.0
theta_49.0s11,9704.929493269465
g_49.0s22,0.0
w_49.0s22,18.0
theta_49.0s22,9712.930519566105
g_49.0s4,0.0
w_49.0s4,18.0
theta_49.0s4,-9955.986967547522
g_49.0s37,0.0
w_49.0s37,18.0
theta_49.0s37,9701.033580439262
g_49.0s14,0.0
w_49.0s14,18.0
theta_49.0s14,-9949.052240273044
g_49.0s49,0.0
w_49.0s49,18.0
theta_49.0s49,-9936.588844167674
g_49.0s39,0.0
w_49.0s39,18.0
theta_49.0s39,-9956.70474828404
g_49.0s17,0.0
w_49.0s17,18.0
theta_49.0s17,9688.878721178651
g_49.0s2,0.0
w_49.0s2,18.0
theta_49.0s2,-9964.55691454899
g_49.0s46,0.0
w_49.0s46,18.0
theta_49.0s46,-9976.270692547372
g_49.0s25,0.0
w_49.0s25,18.0
theta_49.0s25,-9966.902846424862
g_49.0s28,0.0
w_49.0s28,18.0
theta_49.0s28,-9955.491393977134
g_49.0s43,0.0
w_49.0s43,18.0
theta_49.0s43,-8003.982943251644
g_49.0s26,0.0
w_49.0s26,0.0
theta_49.0s26,9999.999999999993
g_49.0s9,0.0
w_49.0s9,18.0
theta_49.0s9,-9910.442934373983
g_49.0s0,0.0
w_49.0s0,18.0
theta_49.0s0,-9961.800759312986
g_49.0s33,0.0
w_49.0s33,18.0
theta_49.0s33,9695.890577564354
g_49.0s10,0.0
w_49.0s10,18.0
theta_49.0s10,-9954.329732511656
g_49.0s40,0.0
w_49.0s40,18.0
theta_49.0s40,9727.689764597795
g_49.0s23,0.0
w_49.0s23,18.0
theta_49.0s23,-9965.234460136899
c_49.0,0.0
Z_49.0,0.0
g_21.0s36,0.0
theta_21.0s36,9701.924521374625
g_21.0s7,0.0
theta_21.0s7,-7992.506671417928
g_21.0s13,0.0
theta_21.0s13,-9963.125780548782
g_21.0s38,0.0
theta_21.0s38,-9925.980513890096
g_21.0s35,0.0
theta_21.0s35,-9982.490436163993
g_21.0s16,0.0
theta_21.0s16,-10000.0
g_21.0s47,0.0
theta_21.0s47,-9963.120076546224
g_21.0s5,0.0
theta_21.0s5,-9927.667263785279
g_21.0s29,0.0
theta_21.0s29,-9991.825351464797
g_21.0s19,0.0
theta_21.0s19,9724.868636149771
g_21.0s44,0.0
theta_21.0s44,9717.655377924912
g_21.0s27,0.0
theta_21.0s27,-9961.697683868098
g_21.0s32,0.0
theta_21.0s32,-9993.85434525031
g_21.0s3,0.0
theta_21.0s3,9735.69903896623
g_21.0s41,0.0
theta_21.0s41,9712.852297066072
g_21.0s20,0.0
theta_21.0s20,9762.811629848224
g_21.0s31,0.0
theta_21.0s31,9763.27472541177
g_21.0s12,0.0
theta_21.0s12,-9996.476660390585
g_21.0s1,0.0
theta_21.0s1,-9923.235863077121
g_21.0s34,0.0
theta_21.0s34,-9927.815558382583
g_21.0s15,0.0
theta_21.0s15,-9999.425520466439
g_21.0s48,0.0
theta_21.0s48,-9994.399927381182
g_21.0s8,0.0
theta_21.0s8,9709.97207751924
g_21.0s18,0.0
theta_21.0s18,9721.949816290777
g_21.0s45,0.0
theta_21.0s45,-9998.918772087092
g_21.0s24,0.0
theta_21.0s24,-9963.553267622205
g_21.0s6,0.0
theta_21.0s6,9717.87757281236
g_21.0s42,0.0
theta_21.0s42,-9963.56175381868
g_21.0s21,0.0
theta_21.0s21,-9999.955459110497
g_21.0s30,0.0
theta_21.0s30,9734.071221410848
g_21.0s11,0.0
